ID,Band_Name,Country,Band_Status,Band_Formation,Band_Genre,Band_Theme,Band_Active_Status
11515,Thyne Scabbard,United States,Active,2002,Alternative,Worship| Betrayal,2002-present
11516,Thyrien,Finland,Active,2005,Pop,Winter| Ice| Epic Journeys,2005-present
11517,Ticket to Hell,Mexico,Active,2006,Alternative,World Chaos,2006-present
11518,Tides of Virtue,United Kingdom,Split-up,2008,Rock,Epic| Sea| Emperors| Mythology,2008-2013
11519,Til Rapture,Australia,Active,2011,Alternative,N/A,2011-present
11520,Till I Bleed,Italy,Split-up,2006,Pop,N/A,2006-2008
11521,Till Thy Dying Day,United Kingdom,Split-up,2002,Alternative,Politics| Anti-Religion,2002-?
11522,Time of Justice,Russia,Active,2014,Alternative,N/A,2014-present
11523,Timecry,Sweden,On hold,2007,Pop,N/A,2007-2010
11524,Tine,United States,Active,2011,Alternative,Mysticism| Occultism| Mythology| Darkness| Mystical forest| Legends| Evil,2011-present
11525,Tisíc let od ráje,Czech Republic,Active,1994,Alternative,N/A,1994-present
11526,Titik Koma,Indonesia,Unknown,2005,Alternative,N/A,2005-?
11527,To Deeper Sorrow,Italy,Split-up,2006,Rock,N/A,1996-2006 (as Deep Sorrow)| 2006-?
11528,To Dust,Sweden,Active,2007,Rock,N/A,2007-present
11529,To Hell with Em,Canada,Split-up,2003,Alternative,War| Death| Gore| Anarchism,2003-2008
11530,To the Cliffs,Canada,Active,N/A,Rock,N/A,N/A
11531,To the Marrow,Germany,Active,2010,Alternative,N/A,2010-present
11532,Todesgeist,Russia,Active,1995,Pop,N/A,1995 (as Ultimate Path)| 1995-2005| 2007-present
11533,Tomb Infusion,Poland,Split-up,N/A,Alternative,Sickness| Gore| Death,N/A
11534,Tomb of Finland,Finland,Active,2009,Adult Alternative,Nature| Death| Sorrow,2009-present
11535,Tomba Vuota,Luxembourg,Active,2016,Alternative,Spirits| Darkness| Magic,2016-present
11536,Tombroad,Chile,Active,2015,Alternative,N/A,2015-present
11537,Tombsealer,Australia,Active,N/A,Alternative,N/A,N/A
11538,Tombthroat,Germany,Split-up,1996,Alternative,N/A,1996-2015
11539,Tomorrow to Ashes,Germany,Split-up,2003,Dance,N/A,2003-2009
11540,Tomorrow's Victim,United States,Active,2001,Alternative,Death,2001-present
11541,Tongues,Denmark,Active,2012,Alternative,Exploration of mind and soul,2012-present
11542,Tony Montana's Last Stand,United States,Split-up,2006,Alternative,Humor| Misogyny| Violence| Pedophilia,2006-?
11543,Too Fond of Flames,United States,Split-up,2011,Alternative,N/A,2011-2012
11544,Tools of the Trade,Malaysia,Active,2004,Alternative,N/A,2004-present
11545,Tora,Finland,Active,2011,Alternative,Life| human relationships,2011-present
11546,Torch of War,Canada,Unknown,2004,Alternative,N/A,2004-?
11547,Torchbearer,Sweden,Active,2003,Alternative,Death| Disease| World War I| History,2003-present
11548,Torii,United States,Active,N/A,Alternative,Conspiracy| Fantasy| Social Issues| Mythology,N/A
11549,Torment,Colombia,Active,1987,Alternative,Apocalypsis| Death| World's Destruction,1987-present
11550,Torment,France,Split-up,1995,Alternative,Life and Its Atrocious Aspects,1995-?
11551,Torment,Kazakhstan,Split-up,1999,Alternative,N/A,1999-?
11552,Torment Behavior,Brazil,Split-up,2006,Alternative,Sorrow| Night| Darkness,2006-2007
11553,Torment of Prometheus,Germany,Active,2003,Alternative,N/A,2003-present
11554,Tormentor Allegoria,Canada,Active,2005,Alternative,Society| Dark fantasy,2005-present
11555,Torn Asunder,United States,Split-up,1996,Alternative,Pain| Death| Aggression,1996-2007
11556,Tornback,United States,Unknown,2007,Alternative,N/A,2007-?
11557,Torogdil,Germany,Active,2008,Alternative,Nature| Trolls| Paganism,2008-present
11558,Torsectomy,United States,Active,2005,Alternative,Gore,2005-2007| ?-present
11559,Torsense,Russia,Active,2008,Alternative,Nature| Elements,2008-present
11560,Torsofuck,Finland,Split-up,1995,Alternative,Death| Gore| Necrophilia| Rape| Perversions| Faeces,1995-1999| 2001| 2003-2009
11561,Tortur,Germany,Active,2008,Alternative,N/A,2008-present
11562,Torture,Indonesia,Unknown,1997,Alternative,Blasphemy,1997-?
11563,Torture Garden,United Kingdom,Active,2006,Alternative,Sadness| Despair,2006-present
11564,Tortured,United States,Split-up,1997,Alternative,N/A,1997-?
11565,Total Demise,Netherlands,Unknown,2001,Alternative,N/A,2001-?
11566,Total Hypnotist,Indonesia,Unknown,2010,Alternative,N/A,2010-?
11567,Total Inferno,Sweden,Active,2014,Alternative,Evil| Slaughter,2014-present
11568,Total Metal,Colombia,Active,2003,Rock,War| Violence| Metal,2003-present
11569,Totem,Russia,On hold,2002,Alternative,Policy| Relationships| Feelings,2002-2010
11570,Totenmond,Germany,Active,1990,Alternative,Politics| Society| History,1984-1990 (as Wermut)| 1990-present
11571,Totenstille,Argentina,Active,2004,Alternative,Destruction| Darkness,2004-present
11572,Touch of Eternity,Finland,Active,2010,Alternative,Sorrow| Despair| Depression| Death| Loss,2010-present
11573,Tourment Noir,Canada,Split-up,2002,Alternative,N/A,? (as Lord Of Chaos)| 2002-2009
11574,Tourmente,Canada,Unknown,N/A,Alternative,N/A,1998-? (as W.A.S.T.E.)| ?-?
11575,Tower Guard,United States,Active,N/A,Alternative,N/A,N/A
11576,Tower of Wankers,United Kingdom,Active,2002,Alternative,Personal Experiences| Everyday Life| Humour| Nonsense,2002-2006| 2010-present
11577,Towering Abomination,United States,Active,N/A,Rock,N/A,N/A
11578,TPO,Japan,Unknown,2001,Rock,N/A,2001-?
11579,Tr0ncock,United States,Active,2007,Rock,N/A,2007-present
11580,Tragederia,Sweden,Active,2009,Rock,The dark side of human nature,2009-2012 (as Void)| 2009-present
11581,Tragedy of Mine,Germany,Active,2011,Rock,N/A,2011-present
11582,Traitor,Italy,Active,2003,Rock,Political| Violence,2003-present
11583,Traitorr,Canada,Active,2011,Rock,War| Social unrest| Ritual sacrifice| Science fiction| Apocalypse,2011-present
11584,Trakooma,Finland,Active,2008,Rock,N/A,2008-present
11585,Tranquillizer,Germany,Active,2008,Rock,N/A,2008-present
11586,Transcend,United States,Unknown,N/A,Rock,N/A,N/A
11587,Transcendance Intestinale,France,Split-up,2003,Rock,Gore| Porn| Alcohol,2003-?
11588,Transcendent,Norway,Unknown,N/A,Alternative,N/A,N/A
11589,Transcension,United Kingdom,Active,2010,Rock,N/A,2010-present
11590,Transdimensions,Spain,Active,2008,Alternative,Metaphysical matters,2008-present
11591,Transgression,United Kingdom,Split-up,2009,Rock,N/A,2009-2011
11592,Transiency,Italy,On hold,2002,Alternative,Black Death,2002-?
11593,Transilvanian Beat Club,Germany,Split-up,2005,Rock,Sex| Vampires| Alcohol,2005-?
11594,Transinned,United States,Split-up,2005,Rock,Mythology| Masochism| Death,2005-2008
11595,Trashnasty,France,Active,1993,Rock,N/A,1993-present
11596,Trauma Field,Finland,Active,2004,Rock,N/A,2004-present
11597,Traumatic,Iran,Active,2010,Rock,Instrumental,2010-present
11598,Traumatism,Canada,On hold,1994,Alternative,N/A,1994-present
11599,Travel Through Agony,Switzerland,Changed name,1999,Rock,N/A,1999-2006| 2006-present (as Obsidium)
11600,Treacherous,France,Active,2014,Rock,N/A,2014-present
11601,Treachery,Finland,Changed name,1998,Rock,N/A,1998-2003| 2003-present (as ZeroCrowd)
11602,Treeb,Germany,Split-up,2004,Rock,N/A,2004-2014
11603,Treedion,Germany,Split-up,2003,Rock,N/A,2003-?
11604,Trencher,United Kingdom,Active,2001,Rock,N/A,2001-present
11605,Trepalium,France,Active,2001,Rock,Murder| Killers| Madness,2001-present
11606,Trevolc,Germany,Unknown,2006,Alternative,Mystic| Fantasy,2006-?
11607,Trial by Stone,United States,Split-up,2001,Alternative,N/A,2001-?
11608,Tribes of Caïn,Switzerland,Active,1999,Alternative,Nature| Humanity| Personal Thoughts| Suffering,1999-present
11609,Tribulation,Sweden,Active,2004,Alternative,Horror| Death,2001-2004 (as Hazard)| 2004-present
11610,Trigamy,United States,Unknown,2005,Alternative,N/A,2005-?
11611,Trigger Pig,United States,Active,2014,Alternative,N/A,2014-present
11612,Trinity,Germany,Split-up,1994,Alternative,N/A,1994-? (as Gorlam)| ?-?
11613,Trinity Test,United States,Active,N/A,Alternative,N/A,N/A
11614,Trinity's Blood,Germany,Unknown,2008,Alternative,Dominance| Anti-religious,2008-?
11615,Triptykon,Switzerland,Active,2008,Alternative,Despair| Pain| Depression| Darkness,2008-present
11616,Tristwood,Austria,Active,2001,Alternative,Agnosticism| War,2001-2016| 2001-present
11617,Triumph des Willens,Germany,Active,N/A,Alternative,Nationalism| Chauvinism| History,N/A
11618,Triverse Massacre,United Kingdom,Active,2010,Alternative,N/A,2010-present| 2010-present
11619,Trivial Hate,Germany,Split-up,2007,Alternative,N/A,2007-?
11620,Trollbrözht,Norway,Unknown,2008,Rock,Gore| Rape| Obscene Situations,2008-?
11621,Tromsnar,Poland,Split-up,2000,Alternative,Darkness| Mental Torment| Existence| Past| Satan,2000-?
11622,Tron,Italy,Active,2006,Dance,N/A,2006-present
11623,Troops of Brutality,Indonesia,On hold,1996,Pop,N/A,1996-?
11624,Troops of Death,Chile,Active,N/A,Alternative,War| Evil| Violence| Satanism,N/A
11625,Troops of Doom,United Kingdom,Split-up,1994,Dance,Satan| Gore| Horror| Sacrifice| Hell,1994-?
11626,Tropic of Invocation,Chile,Active,2011,Alternative adulte,Anti-religious| Hell| Morbidity,2011-present
11627,Trucida,United Kingdom,Unknown,2005,Alternative,N/A,2005-?
11628,Truck,Turkey,Active,2007,Alternative,N/A,2007-present
11629,True Story,Bulgaria,Active,2013,Dance,Social criticism,2013-present
11630,True to Form,United States,Split-up,1997,Films de concerts,N/A,1997-?
11631,Truth,Australia,Split-up,2003,Bande originale,Life| Dreams,2003-2008
11632,Truth Decays,United States,Split-up,2009,Alternative,N/A,2009-?
11633,Tuam Nescis,Italy,Active,2010,Alternative,N/A,2010-present
11634,Tuhonvarjo,Finland,Active,2009,Dance,N/A,2009-present
11635,Turbocharged,Sweden,Active,2000,Alternative,Anti-religion,2000-present
11636,Turning of the Gears,United States,On hold,1993,Rock,Life| Politics| Hate,1993-present
11637,Twice the Trauma,United Kingdom,Unknown,2009,Alternative,Gore| Beer| Metal,2009-?
11638,Twilight,Russia,Active,2008,Pop,N/A,2008-present
11639,Twilight Symphony,Sweden,Split-up,1994,Pop,Sadness| Tragedy,1994-?
11640,Twilight's Embrace,United Kingdom,Active,2009,Pop,Longing| Loss| Regret,2009-present
11641,Twilightfall,Ukraine,Active,2010,Alternative,N/A,2010-present
11642,Twin Obscenity,Norway,Split-up,1991,Alternative,Norse Mythology| Warfare,1991-?
11643,Twist,Germany,Unknown,2001,Films de concerts,N/A,2001-?
11644,Two Foot Candle,Malaysia,Split-up,2003,Alternative,Inner struggle,2003-?
11645,Tyburn,South Africa,Split-up,2001,Alternative,N/A,2001-?
11646,Tympanic Membrane,Indonesia,Split-up,1994,Alternative,N/A,1994-?
11647,TYPHΩΝ,Greece,Split-up,2007,Alternative,Mythology| Emotions,2007-2011 (as Typhon)| 2011-2013
11648,Tyrannicide,Canada,Active,2008,Alternative,Political Issues| Corruption| Greed,2008-present
11649,Tyrant's Kall,Belgium,Active,2007,Alternative,H.P. Lovecraft,2007-present
11650,Tyrants,Italy,Active,2001,Alternative,Death| Ancient Civilazations,2001-present
11651,Tyrants Blood,Canada,Active,2006,Alternative,N/A,2006-present
11652,Tyrants Demise,Canada,Active,2006,Alternative,Death| Gore| Anti-Authoritarian,2006-present
11653,Tystnaden,Italy,Active,1998,Dance,War| Personal Struggles & Corruption,1998-present
11654,Tříštivá Fraktura,Czech Republic,Split-up,N/A,Alternative,N/A,N/A
11655,Ubiquity Is the Answer,France,Active,2006,Pop,N/A,2006-present
11656,Ugly Ogre,Estonia,Split-up,1995,Alternative,N/A,1995-2005| 2006-?
11657,Ulfdallir,Russia,Active,2014,Alternative,Vikings| Warfare| Norse Mythology,2014-present
11658,Ulthar,United States,Active,2014,Dance,N/A,2014-present
11659,Ultimate Disposal,Germany,Active,2004,Alternative,N/A,2004-present
11660,Umbah,United Kingdom,Active,1990,Rock,N/A,1990-present
11661,Umbilical Fetal Strangulation,Mexico,Split-up,2005,Pop,Gore| Death| Flesh,2005-?
11662,Umbra,Germany,Split-up,1999,Pop,N/A,1999-?
11663,Umea,Argentina,Active,2005,Alternative,Personal struggles,2005-present
11664,Ummon,France,Unknown,N/A,Pop,N/A,2000-2003 (as Traumasphere)| 2003-? (as Abyssal Suffering)| ?-?
11665,Unadorned,Turkey,Unknown,2001,Dance,N/A,2001-?
11666,Unalloyed Regiment,Argentina,Split-up,2007,Alternative,N/A,2007-2013
11667,Unanimated,Sweden,Active,1988,Dance,Death| Darkness| Suicide| Depression,1988-1996| 2007-present
11668,UnAnyOne,Australia,Active,N/A,Rock,N/A,N/A
11669,Unauthorized,Netherlands,Split-up,1993,Alternative,N/A,1993-1995 (as Mentation)| 1995-1997| 1998-?
11670,Unblessed,Singapore,Split-up,1987,Pop,N/A,1987-?
11671,Unborn Suffer,Poland,Active,2001,Rock,Death| Personal struggles,2001-present
11672,Unbound,Australia,Active,2016,Pop,N/A,2016-present
11673,Unbowed,Canada,Active,2011,Rock,Nature| Religion| Mythology,2011 (as Arawn)| 2011-present
11674,Unbridled,Portugal,Active,2006,Alternative,N/A,2006-present
11675,Unburden,Germany,Changed name,1996,Alternative,N/A,1996-1998| 1998-present (as Mourning Caress)
11676,Unburial,Spain,Active,2006,Rock,N/A,2006-present
11677,Unconquered,United States,Split-up,1995,Rock,Straight Edge| Veganism,1995-2011
11678,Uncover,Germany,Active,1995,Alternative,N/A,1995-present
11679,Uncreationist,Finland,Active,2008,Alternative,Doom| Destruction| Re-emergence,2008-present
11680,Undead,Mexico,Active,2004,Bande originale,N/A,2004-present
11681,Undead,Russia,Active,2002,Alternative,N/A,2002-present
11682,Undead Medical Division,Italy,Active,2013,Alternative adulte,N/A,2013-present
11683,Undenied,United States,Active,N/A,Dance,N/A,N/A
11684,Under Siege,Italy,Changed name,2001,Pop,N/A,2001-2007| 2007-? (as Visionism)
11685,Under the Ocean,Italy,Active,2010,Alternative,N/A,2006-2010 (as Firstborn Underocean)| 2010-present
11686,Under the Scythe,Russia,Active,2006,Alternative,Straight Edge| Inner Struggle| Freedom,2006-present
11687,Under the Sign,France,On hold,1995,Alternative,Evil| Suffering| Dementia| Torture| Inquisition,?-? (as Shadow Throne)| 1995-1997
11688,Under the Surface,Czech Republic,Split-up,2011,Pop,N/A,2011-2014
11689,Underest,Germany,Active,2009,Alternative,N/A,2009-present
11690,Underflow,Poland,Active,2001,Alternative adulte,N/A,2001-present
11691,Underground Groove Front,Austria,Active,1998,Alternative,N/A,1998-present
11692,Underhate,Italy,Split-up,1999,Pop,N/A,1998-1999 (as Enuma Elish)| 1999-2008
11693,Underjord,Finland,Active,N/A,Alternative adulte,N/A,N/A
11694,Undertakers,Italy,Unknown,1991,Dance,Death| Suffering| Violence,1991-?
11695,Undertakers,Turkey,Active,2005,Pop,N/A,2005-present
11696,Undina,Ukraine,Split-up,1999,Pop,N/A,1999-2009
11697,Undine,Germany,Active,2005,Alternative,N/A,2005-present
11698,Undying,United States,Split-up,1997,Dance,Society| Vegan lifestyle,1997-2006
11699,Unearthed Corpse,United States,Active,N/A,Pop,Gore| Death| Torture| Cannibalism,N/A
11700,Unexpectance,Spain,Active,N/A,Alternative,N/A,N/A
11701,Unfaded Void,Germany,Split-up,2004,Alternative,N/A,2004-2009
11702,Unformed,France,Active,1998,Pop,N/A,1998-present
11703,Unhallowed,Austria,Active,2010,Pop,Darkness| Death| Destruction,2010-present
11704,Unholy,United States,Active,2006,Dance,N/A,2006-present
11705,Unholy Deathren,Germany,Split-up,N/A,Rock,N/A,N/A
11706,Unholy Legion,New Zealand,Split-up,2002,Pop,N/A,2002-?
11707,Unholy Lust,United States,Active,2002,Pop,Death| Horror,1999-2002 (as Los Winoes)| 2002-present
11708,Unholyness,Chile,Active,2015,Pop,Darkness| Blasphemy| Hatred| War,2015-present
11709,Unhuman,Canada,Active,1995,Pop,Philosophy| Polemology| Equilibrium| Chaos,1995-present
11710,Unicrons,Sweden,Active,2006,Alternative,N/A,2006-present
11711,Univertigo,France,Active,2014,Dance,Reality| Space trips| Ancient aliens,2014-present
11712,Univerzum,Macedonia (FYROM),Split-up,2003,Bande originale,Death,2003-?
11713,Unkempt,United States,Active,2002,Alternative,N/A,2002-present
11714,Unknown Fear,Germany,Active,2005,Alternative,N/A,2005-present
11715,Unknown Serenity,Malta,Split-up,N/A,Alternative,N/A,1995-? (as Anopheles)| ?-?
11716,Unleash the Archers,Canada,Active,2007,Alternative,Myth| Legend| Battle,2007-present
11717,Unmaker,Brazil,Split-up,2005,Alternative,Life| Death,2005-2010
11718,Unmercenaries,International,Active,2014,Alternative,N/A,2014-present
11719,Unothera,Netherlands,Active,2016,Dance,Live| Death| Misery| Memories,2013-2015 (as Alice Day)| 2016-present
11720,Unowned,Turkey,Active,2004,Alternative,N/A,2004-present
11721,Unprotected Sex,United States,Unknown,2007,Alternative,Perversion,2007-?
11722,Unravel,Australia,Active,2015,Alternative,Death| Violence| Humanity| Misanthropy| Anti-religion,2015-present
11723,Unraveler,United States,Active,2011,Alternative,N/A,2011-present
11724,Unsacred Seed,Canada,Active,2010,Alternative,Historical/Futurism,2010-present
11725,Unsharpen Dawn,Germany,Active,2007,Alternative,Social Criticism| Human Abyss| Sarcasm,2007-present
11726,Unshrouded Bitterness,Netherlands,Unknown,1994,Pop,The Occult| Depression| Death,1994-?
11727,Unsphered,Finland,Unknown,2008,Alternative,Death| Hatred| Misanthropy,?-2008 (as Quell the Skies)| 2008-2013| 2013-? (as Whodecided?)
11728,Unspoken Sacrifice,United States,Split-up,2005,Alternative,N/A,2005-?
11729,Unsu,France,Active,2008,Alternative,War| Plagues| Society| Hatred,2008-present
11730,Unsylence,Italy,Active,2015,Alternative,N/A,2015-present
11731,Untamed,France,Active,1997,Alternative,N/A,1997-present
11732,Until Extinction,United States,Active,2009,Alternative,N/A,2009-present
11733,Until Graves,Italy,Split-up,2009,Alternative,Pain| Social Issues,2009-2012
11734,Until the Uprising,France,Active,2007,Alternative,N/A,2007-present
11735,Unto Acheron,United States,Split-up,2009,Alternative,Greek mythology,2009-2013
11736,Unto Obsession,Japan,Active,N/A,Alternative,N/A,N/A
11737,Unto the Legions,United States,Unknown,2010,Alternative,N/A,2010-?
11738,Untruth,Australia,Split-up,2005,Alternative,Social| Political| Horror,2005-2013
11739,Unwell Done,Czech Republic,Split-up,2007,Alternative,N/A,2007-?
11740,Uoknal,France,Split-up,2007,Alternative,N/A,2007-?
11741,Upon Elysian Shores,Germany,Split-up,N/A,Alternative,N/A,N/A
11742,Upon Extinction,United States,Active,2008,Rock,Zombie| Death| Destruction,2008-present
11743,Upon the Ashes,United States,Split-up,2002,Alternative,N/A,2002-?
11744,Upon the Awakening,United States,Active,2007,Alternative,N/A,2007-present
11745,Upon the Shore,United Kingdom,Active,2011,Pop,The sea| personal issues,2011-present
11746,Upon Your Grave,Canada,Active,2009,Alternative,N/A,2009-present
11747,Upper Echelon,Canada,Active,N/A,Pop,N/A,N/A
11748,Uraemia,United States,Unknown,N/A,Alternative,N/A,N/A
11749,Urbat Bitki,Spain,Split-up,1993,Alternative,Death| Drugs| Blood| Guts| Cannibalism,1993-?
11750,Urn of Might,Belgium,Split-up,1998,Alternative,N/A,1998-2002
11751,Urobilinemia,Japan,Active,N/A,Alternative,N/A,N/A
11752,Urskog,Sweden,Active,N/A,Alternative,N/A,N/A
11753,URSS,Mexico,Unknown,2004,Alternative,N/A,2004-?
11754,Urticant,Italy,Active,2009,Alternative,Death| Anti-religion| Armageddon| Destruction,2009-present
11755,Utmost Contempt,Greece,Split-up,2002,Alternative,N/A,2002-?
11756,Utopia Denied,United States,Active,N/A,Alternative,N/A,N/A
11757,Utopian Despair,France,Unknown,2011,Pop,Instrumental,2011-?
11758,Utopian Sexgod,Netherlands,Split-up,1997,Alternative,N/A,1997
11759,Utter Bastard,United States,Active,1995,Alternative,Drinking| Vomit| Sex| Theft,1995-2008| 2009-2010| 2014-present
11760,Uvikra,Lithuania,Active,2009,Rock,N/A,2009-present
11761,Uziel,Poland,Active,2001,Rock,Sorrow| Suffering| Death and Darkness,2001-present
11762,V,Finland,Changed name,2009,Rock,Longing| Sorrow,2009-2014| 2014-present (as Volucrine)
11763,V:O:I:D,Norway,Split-up,1998,Rock,N/A,1998-2002
11764,Vacancy,Finland,Active,2010,Rock,N/A,2010-present
11765,Vacillation,United States,Active,2007,Rock,Elemental| Hate| Mysticism| Internal Struggles,2007-present
11766,Vacuity,United States,Active,2015,Soundtrack,N/A,2015-present
11767,Vae Solis,United Kingdom,Split-up,1997,Alternative,N/A,1997-?
11768,Vae Victis,Poland,Split-up,2000,Rock,Sadness| Despair| Sorrow| Agony,2000-?
11769,Vagerke,Japan,Active,2004,Rock,N/A,2004-present
11770,Vagina Corpse,Indonesia,Split-up,2004,Rock,Gore,2004-?
11771,Vaginal Anomalies,Mexico,Active,N/A,Alternative,N/A,N/A
11772,Vaginal Chicken,France,Active,2005,Rock,Gore| Death,2005-present
11773,Vaginal Flatulation,Spain,Changed name,2009,Rock,Gore,2009-?| ?-present (as Blastment)
11774,Vaginal Morbidity,United States,Active,2009,Dance,Rape| Murder| Blasphemy,2009-present
11775,Vagrant,Bulgaria,Active,2005,Rock,N/A,2005-present
11776,Valborg,Germany,Active,2002,Rock,Darkness| Solitude| Hatred,2002-present
11777,Valcyrion,Germany,On hold,2005,Alternative,N/A,2005-2011
11778,Valdreg,United States,Split-up,2004,Rock,Anti-Religious| Winter| Pagan Mythology,2004-2006
11779,Valinor,Greece,Split-up,N/A,Dance,Tolkien,N/A
11780,Valland,France,On hold,2001,Rock,Celtic History,2001-present
11781,Vampire,Germany,Split-up,1996,Alternative,N/A,1996-?
11782,Vampire Squid,United States,Active,2013,Rock,Ocean themes| Humor| Puns,2013-present
11783,Vampires Razor,Austria,Split-up,2009,Rock,N/A,2009-2010
11784,Vanisher,United States,Active,2010,Dance,N/A,2008-2010 (as Zero System)| 2010-present
11785,Vanitas,Austria,Split-up,1996,Alternative,Love| Emotions| Destruction| Anger,1996-2007
11786,Vanity Ruins,Germany,Split-up,2007,Alternative,Anti-Religion| Death| Inner Struggles,2007-2009
11787,Vaporizer,United States,Active,2009,Dance,Occult| Strange Universes| Collapsing Sanity| Marijuana,2009-present
11788,Vardogr,Uruguay,Active,2001,Alternative,Paranormal| Death| Horror,2001-2002 (as Bilocation)| 2002-present
11789,Vargagrav,Sweden,Unknown,1997,Rock,Satan| Nature| Beauty,1997-?
11790,Vargavinter,Netherlands,On hold,2002,Alternative,N/A,2002-present
11791,Vargskog,United States,Split-up,2007,Rock,Death| Battle| Winter,2007-?
11792,Variscythe,Netherlands,Active,2009,Dance,N/A,2009-present
11793,Varnas,Italy,Active,1999,Alternative,Death| sadness,1999-present
11794,Vast Hollow,Australia,Split-up,2010,Dance,Life| Death,2010-2015
11795,Vathek,Canada,Active,2012,Rock,Death| Gore| The Apocalypse| Disease| Religion,2012-present
11796,Veiled in Flesh,Australia,Split-up,2008,Rock,Body Horror| Pot,2008-2012
11797,Veiled in Sorrow,United States,Active,N/A,Rock,N/A,N/A
11798,Veiling Distress,Germany,Unknown,2006,Alternative,N/A,2006-?
11799,Veils of Perception,France,Split-up,2007,Rock,Darkness| Surreal,2007-2013
11800,Veins of Ice,United States,Split-up,2006,Alternative,Obliteration| Decimation| Sodomy by Trolls,2006-2009
11801,Velvet Masque,Finland,Split-up,1995,Alternative,N/A,1995-? (as Torment)| ?-?
11802,Velvet Sleep,United States,Split-up,N/A,Rock,N/A,N/A
11803,Velvet Thorns,Poland,Split-up,N/A,Alternative,Demons| Fantasy| Darkness,N/A
11804,Vendetta Symphony,Australia,Split-up,2006,Pop,N/A,2006-?
11805,Venom Lord,United States,Active,2005,Alternative,N/A,2005-present
11806,Vereor Nox,Italy,Active,2014,Alternative,Mythology| Psychology,2014-present
11807,Vergeltung,Russia,Active,2002,Alternative,Chaos,2002-present
11808,Vergotten,Argentina,Active,2014,Alternative,N/A,2014-present
11809,Veritas,Brazil,Split-up,N/A,Alternative,N/A,N/A
11810,Vermiform,United States,Split-up,2010,Alternative,Horror| Death| Anti-Cosmic Luciferianism,2010-2014
11811,Vermiis Prioratum,Italy,On hold,2008,Alternative,Worms| Decay| Death| Misery| The Adversary,2006-2008 (as Morte Gelida)| 2008-2014
11812,Verses,India,Active,2008,Alternative,Human Sufferings| Social Issues,2008-present
11813,Vertebra,Portugal,Split-up,1993,Rock,Fantasy| Society,1993-?
11814,Vesania,Poland,Active,1997,Alternative,Cosmic Chaos| Philosophy,1997-present
11815,Vesication,Canada,Active,2008,Alternative,Gore| Feces| Sex,2008-present
11816,Vesperia,Canada,Active,2012,Pop,Heroic/Epic| Nature| Psychological States,2005-2007 (as Dark Abyss)| 2007-2012 (as Bolero)| 2012-present
11817,Vetha,France,Active,N/A,Alternative,Addiction| Inner conflict| Experience,1996-? (as Morgue)| ?-? (as Morg)| ?-present
11818,Vexed,Italy,Active,1996,Alternative,War| Death| Holocaust| Annihilation| Metal,1996-present
11819,Vexierkasten,France,Split-up,1993,Alternative,N/A,1993-?
11820,Večan,United States,Active,2011,Alternative,Winter| Darkness| Emotions| War| Apocalypse,2011-2013| 2011-present
11821,Vhod,Canada,Active,2014,Alternative,N/A,1989-2014 (as Morbid Darkness)| 2004-2014 (as Godcursed)| 2011-2014 (as Worms of the Birth)
11822,Via Dolorosa,Ukraine,Split-up,1998,Alternative,Death| Hatred| War,1993-1998 (as Fatal Dread)| 1998-2000
11823,Viaticum,United States,Active,2006,Alternative,N/A,2006-present
11824,Victim of Rage,Indonesia,Active,1995,Alternative,Gore| Carnage| Mass murder,1995-present
11825,Victim Yield,Macedonia (FYROM),Split-up,2004,Pop,N/A,2004-?
11826,Victimas,United States,Split-up,2002,Rock,Gore| Death| Torture,2002-2009
11827,Victims of Creation,Malta,Active,1992,Alternative,End of the World| Blasphemy| Despair,1992-present
11828,Vidar,Germany,Active,2008,Alternative,Hate| Spiritualism| Religion| War,2008-present
11829,Viggenblot,United States,Active,2008,Alternative,N/A,2008-present
11830,Vigil,United States,Active,2003,Pop,Philosophy of Life/Gore/Death,2003-present
11831,Vike Tare,Germany,Active,2003,Pop,Pagan folklore,2003-present
11832,Vile Reign,United States,Active,2011,Pop,Lovecraft| Dystopia| The Undead| Murder| Suicide,2011-present
11833,Vinculum Terminatii,United States,Active,2001,Pop,Dark| Somber| Regretful| Apocalypse,2000-2001 (as Procession of Mourning)| 2001-present
11834,Vindicta,Brazil,Active,2014,Alternative,N/A,2014-present
11835,Vinterbarn,Germany,Active,2007,Pop,N/A,2007-present
11836,Violence,New Zealand,Split-up,2001,Alternative,Violence| Gore,2001-?
11837,Violence in Perfection,Switzerland,Split-up,2004,Pop,N/A,2004-2009
11838,Violent Asylum,United Kingdom,Unknown,2001,Alternative,N/A,2001-?
11839,Violent Devoties,Austria,Active,2000,Dance,Death| Anti-Christian| Hate,2000-present
11840,Violent Eve,Spain,Active,2009,Alternative,Social themes| Life| Human behaviour,2009-present
11841,Violentory,Bulgaria,Active,2007,Alternative,N/A,2007-present
11842,Violet Halo,Finland,On hold,2000,Adult Alternative,N/A,1996-2000 (as Kainin Lapset)| 2000 (as Violet Vortex)| 2000-present
11843,Vira,Denmark,Split-up,2004,Alternative,N/A,2004-2011| 2012
11844,Viral Encephalitis,Canada,Split-up,2006,Alternative,N/A,2006-2013
11845,Virgin Witch,Mexico,Split-up,1984,Alternative,Death,1984-?| 2009
11846,Virginhate,Japan,Active,2010,Rock,Darkness| Deception| Apocalypse,2010-present
